Journal,Year,Authors,Title,Paper Ref,Country
Neurosurgery Quarterly,2012,"Costa F.

Cardia A.

Ortolina A.

Galbusera F.

Menghetti C.

De Santis A.

Zerbi A.

Fornari M.",Treatment of spondylotic cervical myelopathy: Anterior cervical discectomy and fusion with a modular plate-cage system (PCB) in the singlelevel and multilevel cervical myelopathy.,"Neurosurgery Quarterly. 22 (2) (pp 88-93), 2012. Date of Publication: May 2012.",Italy
Neurosurgery,2012,"Manzano G.R.

Casella G.

Wang M.Y.

Vanni S.

Levi A.D.","A prospective, randomized trial comparing expansile cervical laminoplasty and cervical laminectomy and fusion for multilevel cervical myelopathy.","Neurosurgery. 70 (2) (pp 264-277), 2012. Date of Publication: Feb 2012.",USA
Neurosurgery,2012,"Whitmore R.G.

Schwartz J.S.

Simmons S.

Stein S.C.

Ghogawala Z.",Performing a cost analysis in spine outcomes research: Comparing ventral and dorsal approaches for cervical spondylotic myelopathy.,"Neurosurgery. 70 (4) (pp 860-867), 2012. Date of Publication: April 2012.",USA
Orthopedics,2012,"Yang L.

Gu Y.

Liang L.

Gao R.

Shi S.

Shi J.

Yuan W.",Stand-alone anchored spacer versus anterior plate for multilevel anterior cervical diskectomy and fusion.,"Orthopedics. 35 (10) (pp e1503-e1510), 2012. Date of Publication: October 2012.",China
Orthopedics,2012,"Chen G.

Luo Z.

Nalajala B.

Liu T.

Yang H.",Expansive open-door laminoplasty with titanium miniplate versus sutures.,"Orthopedics. 35 (4) (pp e543-e548), 2012. Date of Publication: April 2012.",China
Orthopedics,2012,"Chen Y.

Liu X.

Chen D.

Wang X.

Yuan W.",Surgical strategy for ossification of the posterior longitudinal ligament in the cervical spine.,"Orthopedics. 35 (8) (pp e1231-e1237), 2012. Date of Publication: August 2012.",China
PLoS ONE,2012,"Gao R.

Yang L.

Chen H.

Liu Y.

Liang L.

Yuan W.",Long term results of anterior corpectomy and fusion for cervical spondylotic myelopathy.,"PLoS ONE. 7 (4) , 2012. Article Number: e34811. Date of Publication: 13 Apr 2012.",China
Spine Journal,2012,"Singh K.

Phillips F.M.

Park D.K.

Pelton M.A.

An H.S.

Goldberg E.J.",Factors affecting reoperations after anterior cervical discectomy and fusion within and outside of a Federal Drug Administration investigational device exemption cervical disc replacement trial.,"Spine Journal. 12 (5) (pp 372-378), 2012. Date of Publication: May 2012.",USA
Spine,2012,"MacHino M.

Yukawa Y.

Hida T.

Ito K.

Nakashima H.

Kanbara S.

Morita D.

Kato F.",Cervical alignment and range of motion after laminoplasty.,"Spine. 37 (20) (pp E1243-E1250), 2012. Date of Publication: 15 Sep 2012.",Japan
Spine,2012,"Oshima Y.

Seichi A.

Takeshita K.

Chikuda H.

Ono T.

Baba S.

Morii J.

Oka H.

Kawaguchi H.

Nakamura K.

Tanaka S.",Natural course and prognostic factors in patients with mild cervical spondylotic myelopathy with increased signal intensity on T2-weighted magnetic resonance imaging.,"Spine. 37 (22) (pp 1909-1913), 2012. Date of Publication: 15 Oct 2012.",Japan
Spine,2012,"Liu Y.

Hou Y.

Yang L.

Chen H.

Wang X.

Wu X.

Gao R.

Wang C.

Yuan W.",Comparison of 3 reconstructive techniques in the surgical management of multilevel cervical spondylotic myelopathy.,"Spine. 37 (23) (pp E1450-E1458), 2012. Date of Publication: 01 Nov 2012.",China
Spine,2012,"Lebl D.R.

Cammisa Jr. F.P.

Girardi F.P.

Wright T.

Abjornson C.",The mechanical performance of cervical total disc replacements in vivo: Prospective retrieval analysis of prodisc-C devices.,"Spine. 37 (26) (pp 2151-2160), 2012. Date of Publication: 15 Dec 2012.",USA
Spine,2012,"Hirai T.

Kawabata S.

Enomoto M.

Kato T.

Tomizawa S.

Sakai K.

Yoshii T.

Sakaki K.

Shinomiya K.

Okawa A.",Presence of anterior compression of the spinal cord after laminoplasty inhibits upper extremity motor recovery in patients with cervical spondylotic myelopathy.,"Spine. 37 (5) (pp 377-384), 2012. Date of Publication: 01 Mar 2012.",Japan
Clinical Neurology and Neurosurgery,2013,"Bayerl S.

Wiendieck K.

Koeppen D.

Topalovic M.

Ubelacker A.

Kroppenstedt S.

Cabraja M.",Single- and multi-level anterior decompression and fusion for cervical spondylotic myelopathy - A long term follow-up with a minimum of 5 years.,"Clinical Neurology and Neurosurgery. 115 (10) (pp 1966-1971), 2013. Date of Publication: October 2013.",Germany
Global Spine Journal,2013,"Kelly M.P.

Mitchell M.D.

Hacker R.J.

Riew K.D.

Sasso R.C.","Single-level degenerative cervical disc disease and driving disability: Results from a prospective, randomized trial.","Global Spine Journal. 3 (4) (pp 237-242), 2013. Date of Publication: December 2013.",USA
Spine Journal,2013,"Hyun S.-J.

Riew K.D.

Rhim S.-C.",Range of motion loss after cervical laminoplasty: A prospective study with minimum 5-year follow-up data.,"Spine Journal. 13 (4) (pp 384-390), 2013. Date of Publication: April 2013.",South Korea
Spine,2013,"Fineberg S.J.

Oglesby M.

Patel A.A.

Pelton M.A.

Singh K.",Outcomes of cervical spine surgery in teaching and non-teaching hospitals.,"Spine. 38 (13) (pp 1089-1096), 2013. Date of Publication: 01 Jun 2013.",USA
Spine,2013,"Fineberg S.J.

Ahmadinia K.

Oglesby M.

Patel A.A.

Singh K.",Hospital outcomes and complications of anterior and posterior cervical fusion with bone morphogenetic protein.,"Spine. 38 (15) (pp 1304-1309), 2013. Date of Publication: 01 Jul 2013.",USA
Acta Neurochirurgica,2013,"Yamamoto S.

Kim P.

Abe Y.

Itoki K.

Shingo T.

Kurokawa R.

Kawamoto T.",Bone temperature elevation by drilling friction and neurological outcome in the cervical spino-laminoplasty.,"Acta Neurochirurgica. 155 (12) (pp 2321-2325), 2013. Date of Publication: 2013.",Japan
Acta Neurologica Scandinavica,2013,"Lied B.

Ronning P.A.

Halvorsen C.M.

Ekseth K.

Helseth E.",Outpatient anterior cervical discectomy and fusion for cervical disk disease: A prospective consecutive series of 96 patients.,"Acta Neurologica Scandinavica. 127 (1) (pp 31-37), 2013. Date of Publication: January 2013.",Norway
Acta Orthopaedica Belgica,2013,"Ding C.

Hong Y.

Liu H.

Shi R.

Song Y.

Li T.",Comparison of cervical disc arthroplasty with anterior cervical discectomy and fusion for the treatment of cervical spondylotic myelopathy.,"Acta Orthopaedica Belgica. 79 (3) (pp 338-346), 2013. Date of Publication: 2013.",China
American Journal of Neuroradiology,2013,"Jones J.G.A.

Cen S.Y.

Lebel R.M.

Hsieh P.C.

Law M.",Diffusion tensor imaging correlates with the clinical assessment of disease severity in cervical spondylotic myelopathy and predicts outcome following surgery.,"American Journal of Neuroradiology. 34 (2) (pp 471-478), 2013. Date of Publication: February 2013.",USA
Archives of Orthopaedic and Trauma Surgery,2013,"Li J.

Zheng Q.

Guo X.

Zeng X.

Zou Z.

Liu Y.

Hao S.",Anterior surgical options for the treatment of cervical spondylotic myelopathy in a long-term follow-up study.,"Archives of Orthopaedic and Trauma Surgery. 133 (6) (pp 745-751), 2013. Date of Publication: June 2013.",China
Archives of Orthopaedic and Trauma Surgery,2013,"Demura S.

Takahashi K.

Murakami H.

Fujimaki Y.

Kato S.

Tsuchiya H.",The influence of steroid administration on systemic response in laminoplasty for cervical myelopathy.,"Archives of Orthopaedic and Trauma Surgery. 133 (8) (pp 1041-1045), 2013. Date of Publication: August 2013.",Japan
Chinese Medical Journal,2013,"Zhao Y.-B.

Sun Y.

Zhou F.-F.

Liu Z.-J.",Cervical disc arthroplasty with ProDisc-C artificial disc: 5-year radiographic follow-up results.,"Chinese Medical Journal. 126 (20) (pp 3809-3811), 2013. Date of Publication: 2013.",China
European journal of orthopaedic surgery & traumatology : orthopedie traumatologie,2013,"Kawaguchi Y.

Nagami S.

Nakano M.

Yasuda T.

Seki S.

Hori T.

Kimura T.",Relationship between postoperative axial symptoms and the rotational angle of the cervical spine after laminoplasty.,"European journal of orthopaedic surgery & traumatology : orthopedie traumatologie. 23  (pp S53-S58), 2013. Date of Publication: 01 Jul 2013.",Japan
European Spine Journal,2013,"Galasso O.

Mariconda M.

Ianno B.

De Gori M.

Gasparini G.",Long-term follow-up results of the Cloward procedure for cervical spondylotic myelopathy.,"European Spine Journal. 22 (1) (pp 128-134), 2013. Date of Publication: January 2013.",Italy
European Spine Journal,2013,"Kimura A.

Seichi A.

Endo T.

Norimatsu Y.

Inoue H.

Higashi T.

Hoshino Y.",Tally counter test as a simple and objective assessment of cervical myelopathy.,"European Spine Journal. 22 (1) (pp 183-188), 2013. Date of Publication: January 2013.",Japan
European Spine Journal,2013,"Nicotra A.

King N.K.K.

Catley M.

Mendoza N.

McGregor A.H.

Strutton P.H.","Evaluation of corticospinal excitability in cervical myelopathy, before and after surgery, with transcranial magnetic stimulation: A pilot study.","European Spine Journal. 22 (1) (pp 189-196), 2013. Date of Publication: January 2013.",UK
European Spine Journal,2013,"Al-Tamimi Y.Z.

Guilfoyle M.

Seeley H.

Laing R.J.",Measurement of long-term outcome in patients with cervical spondylotic myelopathy treated surgically.,"European Spine Journal. 22 (11) (pp 2552-2557), 2013. Date of Publication: Novenber 2013.",UK
European Spine Journal,2013,"Yu F.

Miao J.

Liao X.

Wang X.

Chen Y.

Chen D.","Evaluation of a new type of titanium mesh cage versus the traditional titanium mesh cage for single-level, anterior cervical corpectomy and fusion.","European Spine Journal. 22 (12) (pp 2891-2896), 2013. Date of Publication: December 2013.",China
European Spine Journal,2013,"Turel M.K.

Sarkar S.

Prabhu K.

Daniel R.T.

Jacob K.S.

Chacko A.G.",Reduction in range of cervical motion on serial long-term follow-up in patients undergoing oblique corpectomy for cervical spondylotic myelopathy.,"European Spine Journal. 22 (7) (pp 1509-1516), 2013. Date of Publication: July 2013.",India
European Spine Journal,2013,"Chen Y.

Wang X.

Lu X.

Yang L.

Yang H.

Yuan W.

Chen D.","Comparison of titanium and polyetheretherketone (PEEK) cages in the surgical treatment of multilevel cervical spondylotic myelopathy: A prospective, randomized, control study with over 7-year follow-up.","European Spine Journal. 22 (7) (pp 1539-1546), 2013. Date of Publication: July 2013.",China
European Spine Journal,2013,"Sun Y.-Q.

Zheng S.

Yu J.

Yan K.

Tian W.",Effect of total disc replacement on atypical symptoms associated with cervical spondylosis.,"European Spine Journal. 22 (7) (pp 1553-1557), 2013. Date of Publication: July 2013.",China
European Spine Journal,2013,"Sutipornpalangkul W.

Thanapipatsiri S.",Atlantoaxial transarticular screw fixation and posterior fusion using polyester cable: A 10-year experience.,"European Spine Journal. 22 (7) (pp 1564-1569), 2013. Date of Publication: July 2013.",Thailand
Experimental and Therapeutic Medicine,2013,"Liu F.-J.

Sun Y.-P.

Shen Y.

Ding W.-Y.

Wang L.-F.",Prognostic value of magnetic resonance imaging combined with electromyography in the surgical management of cervical spondylotic myelopathy.,"Experimental and Therapeutic Medicine. 5 (4) (pp 1214-1218), 2013. Date of Publication: April 2013.",China
Experimental and Therapeutic Medicine,2013,"Kong L.-D.

Meng L.-C.

Wang L.-F.

Shen Y.

Wang P.

Shang Z.-K.",Evaluation of conservative treatment and timing of surgical intervention for mild forms of cervical spondylotic myelopathy.,"Experimental and Therapeutic Medicine. 6 (3) (pp 852-856), 2013. Date of Publication: 2013.",China
Journal of Clinical Neuroscience,2013,"Pereira E.A.C.

Chari A.

Hempenstall J.

Leach J.C.D.

Chandran H.

Cadoux-Hudson T.A.D.",Anterior cervical discectomy plus intervertebral polyetheretherketone cage fusion over three and four levels without plating is safe and effective long-term.,"Journal of Clinical Neuroscience. 20 (9) (pp 1250-1255), 2013. Date of Publication: September 2013.",Malaysia
Journal of Neurosurgery: Spine,2013,"Umeda M.

Sasai K.

Kushida T.

Wakabayashi E.

Maruyama T.

Ikeura A.

Iida H.",A less-invasive cervical laminoplasty for spondylotic myelopathy that preserves the semispinalis cervicis muscles and nuchal ligament.,"Journal of Neurosurgery: Spine. 18 (6) (pp 545-552), 2013. Date of Publication: June 2013.",Japan
Journal of Neurosurgery: Spine,2013,"Tanaka N.

Fujimoto Y.

Sumida T.

Manabe H.

Nakanishi K.

Fujiwara Y.

Kamei N.

Nakamae T.

Izumi B.

Ochi M.",Long-term clinical results of microsurgical transdural discectomy with laminoplasty: Follow-up results over 10 years.,"Journal of Neurosurgery: Spine. 18 (6) (pp 653-660), 2013. Date of Publication: June 2013.",Japan
Journal of Nuclear Medicine,2013,"Floeth F.W.

Galldiks N.

Eicker S.

Stoffels G.

Herdmann J.

Steiger H.-J.

Antoch G.

Rhee S.

Langen K.-J.",Hypermetabolism in 18F-FDG PET predicts favorable outcome following decompressive surgery in patients with degenerative cervical myelopathy.,"Journal of Nuclear Medicine. 54 (9) (pp 1577-1583), 2013. Date of Publication: 01 Sep 2013.",Germany
Journal of Spinal Disorders and Techniques,2013,"Yang H.-L.

Chen G.-D.

Zhang H.-T.

Wang L.

Luo Z.-P.",Open-door laminoplasty with plate fixation at alternating levels for treatment of multilevel degenerative cervical disease.,"Journal of Spinal Disorders and Techniques. 26 (1) (pp E13-E18), 2013. Date of Publication: February 2013.",China
Journal of Spinal Disorders and Techniques,2013,"Machino M.

Yukawa Y.

Hida T.

Ito K.

Nakashima H.

Kanbara S.

Morita D.

Kato F.",Modified double-door laminoplasty in managing multilevel cervical spondylotic myelopathy: Surgical outcome in 520 patients and technique description.,"Journal of Spinal Disorders and Techniques. 26 (3) (pp 135-140), 2013. Date of Publication: May 2013.",Japan
Journal of Spinal Disorders and Techniques,2013,"Katsumi K.

Yamazaki A.

Watanabe K.

Ohashi M.

Shoji H.",Analysis of C5 palsy after cervical open-door laminoplasty: Relationship between C5 palsy and foraminal stenosis.,"Journal of Spinal Disorders and Techniques. 26 (4) (pp 177-182), 2013. Date of Publication: June 2013.",Japan
Neurosurgery Quarterly,2014,"Ren L.

Zhang T.

Wang Q.

Han Z.

Yin J.

Liang X.

Guo H.

Zeng Y.",Therapeutic effect of PLDD treatment in patients with cervical spondylotic myelopathy who refuse open surgery.,"Neurosurgery Quarterly. 24 (4) (pp 246-248), 2013. Date of Publication: 10 Nov 2014.",China
Neurosurgical focus,2013,"Burkhardt J.K.

Mannion A.F.

Marbacher S.

Dolp P.A.

Fekete T.F.

Jeszenszky D.

Porchet F.",A comparative effectiveness study of patient-rated and radiographic outcome after 2 types of decompression with fusion for spondylotic myelopathy: anterior cervical discectomy versus corpectomy.,"Neurosurgical focus. 35 (1) (pp E4), 2013. Date of Publication: Jul 2013.",Switzerland
Neurosurgical focus,2013,"Dahdaleh N.S.

Wong A.P.

Smith Z.A.

Wong R.H.

Lam S.K.

Fessler R.G.",Microendoscopic decompression for cervical spondylotic myelopathy.,"Neurosurgical focus. 35 (1) (pp E8), 2013. Date of Publication: 01 Jul 2013.",USA
Neurosurgical focus,2013,"Fujimori T.

Le H.

Ziewacz J.E.

Chou D.

Mummaneni P.V.","Is there a difference in range of motion, neck pain, and outcomes in patients with ossification of posterior longitudinal ligament versus those with cervical spondylosis, treated with plated laminoplasty?.","Neurosurgical focus. 35 (1) (pp E9), 2013. Date of Publication: 01 Jul 2013.",USA
Orthopedics,2013,"Yang L.

Gu Y.

Shi J.

Gao R.

Liu Y.

Li J.

Yuan W.",Modified plate-only open-door laminoplasty versus laminectomy and fusion for the treatment of cervical stenotic myelopathy.,"Orthopedics. 36 (1) (pp e79-e87), 2013. Date of Publication: January 2013.",China
Orthopedics,2013,"Lin D.

Zhai W.

Lian K.

Kang L.

Ding Z.",Anterior versus posterior approach for four-level cervical spondylotic myelopathy.,"Orthopedics. 36 (11) (pp e1431-e1436), 2013. Date of Publication: November 2013.",China
Orthopedics,2013,"Yu S.

Li Z.

Li F.

Chen Z.

Hou T.",Surgical management of 4-level cervical spondylotic myelopathy.,"Orthopedics. 36 (5) (pp e613-e620), 2013. Date of Publication: May 2013.",China
PLoS ONE,2013,"Auffinger B.M.

Lall R.R.

Dahdaleh N.S.

Wong A.P.

Lam S.K.

Koski T.

Fessler R.G.

Smith Z.A.",Measuring Surgical Outcomes in Cervical Spondylotic Myelopathy Patients Undergoing Anterior Cervical Discectomy and Fusion: Assessment of Minimum Clinically Important Difference.,"PLoS ONE. 8 (6) , 2013. Article Number: e67408. Date of Publication: 24 Jun 2013.",USA
Spine,2013,"Arvin B.

Kalsi-Ryan S.

Mercier D.

Furlan J.C.

Massicotte E.M.

Fehlings M.G.",Preoperative magnetic resonance imaging is associated with baseline neurological status and can predict postoperative recovery in patients with cervical spondylotic myelopathy.,"Spine. 38 (14) (pp 1170-1176), 2013. Date of Publication: 15 Jun 2013.",Canada
